Account,date,daily_pnl,trades,fg_value,profit_bucket,next_day_bucket,Cluster
0x083384f897ee0f19899168e3b1bec365f52a9012,2024-11-11,0.0,177,76.0,Neutral,Neutral,0
0x083384f897ee0f19899168e3b1bec365f52a9012,2024-11-17,0.0,68,90.0,Neutral,Neutral,0
0x083384f897ee0f19899168e3b1bec365f52a9012,2024-11-18,0.0,40,83.0,Neutral,Loss,0
0x083384f897ee0f19899168e3b1bec365f52a9012,2024-11-22,-21227.0,12,94.0,Loss,Profit,0
0x083384f897ee0f19899168e3b1bec365f52a9012,2024-11-26,1603.1,27,79.0,Profit,Loss,0
0x083384f897ee0f19899168e3b1bec365f52a9012,2024-11-28,-132271.0,82,77.0,Loss,Neutral,0
0x083384f897ee0f19899168e3b1bec365f52a9012,2024-11-30,0.0,23,84.0,Neutral,Loss,0
0x083384f897ee0f19899168e3b1bec365f52a9012,2024-12-06,-175611.00005600002,33,72.0,Loss,Profit,0
0x083384f897ee0f19899168e3b1bec365f52a9012,2025-01-19,71393.964098,465,77.0,Profit,Profit,0
0x083384f897ee0f19899168e3b1bec365f52a9012,2025-01-20,40218.599998,51,76.0,Profit,Profit,0
0x083384f897ee0f19899168e3b1bec365f52a9012,2025-02-02,76710.0,10,60.0,Profit,Profit,0
0x083384f897ee0f19899168e3b1bec365f52a9012,2025-02-03,101011.685664,839,44.0,Profit,Profit,0
0x083384f897ee0f19899168e3b1bec365f52a9012,2025-02-04,375620.270243,531,72.0,Profit,Profit,0
0x083384f897ee0f19899168e3b1bec365f52a9012,2025-02-05,44400.9058,210,54.0,Profit,Profit,0
0x083384f897ee0f19899168e3b1bec365f52a9012,2025-02-09,30897.0887,141,46.0,Profit,Profit,0
0x083384f897ee0f19899168e3b1bec365f52a9012,2025-02-10,55086.0,48,43.0,Profit,Neutral,0
0x083384f897ee0f19899168e3b1bec365f52a9012,2025-02-11,0.0,6,47.0,Neutral,Profit,0
0x083384f897ee0f19899168e3b1bec365f52a9012,2025-02-24,10152.12224,59,49.0,Profit,Profit,0
0x083384f897ee0f19899168e3b1bec365f52a9012,2025-02-25,115445.395538,219,25.0,Profit,Profit,0
0x083384f897ee0f19899168e3b1bec365f52a9012,2025-02-28,115287.0,55,16.0,Profit,Profit,0
0x083384f897ee0f19899168e3b1bec365f52a9012,2025-03-01,9482.221441,45,20.0,Profit,Profit,0
0x083384f897ee0f19899168e3b1bec365f52a9012,2025-03-03,533974.662903,641,33.0,Profit,Profit,0
0x083384f897ee0f19899168e3b1bec365f52a9012,2025-03-24,40200.0,5,45.0,Profit,Profit,0
0x23e7a7f8d14b550961925fbfdaa92f5d195ba5bd,2024-11-30,11715.94323,55,84.0,Profit,Neutral,1
0x23e7a7f8d14b550961925fbfdaa92f5d195ba5bd,2024-12-01,0.0,1,81.0,Neutral,Neutral,1
0x23e7a7f8d14b550961925fbfdaa92f5d195ba5bd,2024-12-06,0.0,34,72.0,Neutral,Profit,1
0x23e7a7f8d14b550961925fbfdaa92f5d195ba5bd,2024-12-07,3515.031065,26,75.0,Profit,Neutral,1
0x23e7a7f8d14b550961925fbfdaa92f5d195ba5bd,2024-12-09,0.0,46,78.0,Neutral,Profit,1
0x23e7a7f8d14b550961925fbfdaa92f5d195ba5bd,2024-12-10,2517.787385,64,78.0,Profit,Profit,1
0x23e7a7f8d14b550961925fbfdaa92f5d195ba5bd,2024-12-18,1613.165903,59,81.0,Profit,Neutral,1
0x23e7a7f8d14b550961925fbfdaa92f5d195ba5bd,2024-12-19,0.0,1,75.0,Neutral,Profit,1
0x23e7a7f8d14b550961925fbfdaa92f5d195ba5bd,2024-12-20,1245.51851,34,74.0,Profit,Neutral,1
0x23e7a7f8d14b550961925fbfdaa92f5d195ba5bd,2025-01-13,0.0,13,61.0,Neutral,Profit,1
0x23e7a7f8d14b550961925fbfdaa92f5d195ba5bd,2025-01-17,4493.232479,17,75.0,Profit,Profit,1
0x23e7a7f8d14b550961925fbfdaa92f5d195ba5bd,2025-01-18,1047.030992,39,77.0,Profit,Profit,1
0x23e7a7f8d14b550961925fbfdaa92f5d195ba5bd,2025-01-19,4842.054317,124,77.0,Profit,Profit,1
0x23e7a7f8d14b550961925fbfdaa92f5d195ba5bd,2025-01-24,1693.493165,339,75.0,Profit,Profit,1
0x23e7a7f8d14b550961925fbfdaa92f5d195ba5bd,2025-01-25,4221.156399,54,75.0,Profit,Neutral,1
0x23e7a7f8d14b550961925fbfdaa92f5d195ba5bd,2025-01-27,0.0,44,71.0,Neutral,Profit,1
0x23e7a7f8d14b550961925fbfdaa92f5d195ba5bd,2025-01-28,6899.2458320000005,56,72.0,Profit,Neutral,1
0x23e7a7f8d14b550961925fbfdaa92f5d195ba5bd,2025-01-29,0.0,46,72.0,Neutral,Profit,1
0x23e7a7f8d14b550961925fbfdaa92f5d195ba5bd,2025-01-30,7372.485101,55,70.0,Profit,Profit,1
0x23e7a7f8d14b550961925fbfdaa92f5d195ba5bd,2025-02-01,1162.002541,78,68.0,Profit,Profit,1
0x23e7a7f8d14b550961925fbfdaa92f5d195ba5bd,2025-02-02,6352.452613,517,60.0,Profit,Loss,1
0x23e7a7f8d14b550961925fbfdaa92f5d195ba5bd,2025-02-11,-12346.990829,124,47.0,Loss,Profit,1
0x23e7a7f8d14b550961925fbfdaa92f5d195ba5bd,2025-02-12,355.5854,159,46.0,Profit,Profit,1
0x23e7a7f8d14b550961925fbfdaa92f5d195ba5bd,2025-02-24,1129.8489260000001,160,49.0,Profit,Loss,1
0x23e7a7f8d14b550961925fbfdaa92f5d195ba5bd,2025-02-25,-6820.76955,1,25.0,Loss,Neutral,1
0x23e7a7f8d14b550961925fbfdaa92f5d195ba5bd,2025-02-28,0.0,52,16.0,Neutral,Profit,1
0x23e7a7f8d14b550961925fbfdaa92f5d195ba5bd,2025-03-03,2480.902379,110,33.0,Profit,Loss,1
0x23e7a7f8d14b550961925fbfdaa92f5d195ba5bd,2025-03-04,-3169.3554679999997,65,15.0,Loss,Neutral,1
0x23e7a7f8d14b550961925fbfdaa92f5d195ba5bd,2025-03-07,0.0,37,34.0,Neutral,Profit,1
0x23e7a7f8d14b550961925fbfdaa92f5d195ba5bd,2025-03-08,2099.019688,47,28.0,Profit,Profit,1
0x23e7a7f8d14b550961925fbfdaa92f5d195ba5bd,2025-03-09,656.540742,65,27.0,Profit,Loss,1
0x23e7a7f8d14b550961925fbfdaa92f5d195ba5bd,2025-03-10,-1065.797583,53,20.0,Loss,Profit,1
0x23e7a7f8d14b550961925fbfdaa92f5d195ba5bd,2025-03-12,1591.753271,53,34.0,Profit,Loss,1
0x23e7a7f8d14b550961925fbfdaa92f5d195ba5bd,2025-03-13,-2315.377191,27,45.0,Loss,Neutral,1
0x23e7a7f8d14b550961925fbfdaa92f5d195ba5bd,2025-03-28,0.0,42,44.0,Neutral,Loss,1
0x23e7a7f8d14b550961925fbfdaa92f5d195ba5bd,2025-03-29,-5018.466447,97,26.0,Loss,Profit,1
0x23e7a7f8d14b550961925fbfdaa92f5d195ba5bd,2025-03-31,716.143949,155,34.0,Profit,Neutral,1
0x23e7a7f8d14b550961925fbfdaa92f5d195ba5bd,2025-04-03,0.0,1,25.0,Neutral,Neutral,1
0x23e7a7f8d14b550961925fbfdaa92f5d195ba5bd,2025-04-15,0.0,1,38.0,Neutral,Loss,1
0x23e7a7f8d14b550961925fbfdaa92f5d195ba5bd,2025-04-16,-95.985744,88,29.0,Loss,Loss,1
0x23e7a7f8d14b550961925fbfdaa92f5d195ba5bd,2025-04-17,-133.41237,125,30.0,Loss,Profit,1
0x23e7a7f8d14b550961925fbfdaa92f5d195ba5bd,2025-04-18,951.934443,689,33.0,Profit,Profit,1
0x23e7a7f8d14b550961925fbfdaa92f5d195ba5bd,2025-04-19,371.503,411,32.0,Profit,Loss,1
0x23e7a7f8d14b550961925fbfdaa92f5d195ba5bd,2025-04-20,-1892.58947,603,37.0,Loss,Profit,1
0x23e7a7f8d14b550961925fbfdaa92f5d195ba5bd,2025-04-21,3434.689308,97,39.0,Profit,Profit,1
0x23e7a7f8d14b550961925fbfdaa92f5d195ba5bd,2025-04-23,2654.14315,568,72.0,Profit,Profit,1
0x23e7a7f8d14b550961925fbfdaa92f5d195ba5bd,2025-04-24,1867.252909,680,63.0,Profit,Profit,1
0x23e7a7f8d14b550961925fbfdaa92f5d195ba5bd,2025-04-25,1969.39321,330,60.0,Profit,Loss,1
0x23e7a7f8d14b550961925fbfdaa92f5d195ba5bd,2025-04-26,-4648.8710550000005,338,65.0,Loss,Neutral,1
0x23e7a7f8d14b550961925fbfdaa92f5d195ba5bd,2025-04-27,0.0,67,61.0,Neutral,Profit,1
0x23e7a7f8d14b550961925fbfdaa92f5d195ba5bd,2025-04-30,5179.772745,83,56.0,Profit,Profit,1
0x271b280974205ca63b716753467d5a371de622ab,2024-07-15,-1.0,5,52.0,Neutral,Profit,1
0x271b280974205ca63b716753467d5a371de622ab,2024-11-29,1584.342755,1,78.0,Profit,Profit,1
0x271b280974205ca63b716753467d5a371de622ab,2024-12-05,208.81746,4,84.0,Profit,Profit,1
0x271b280974205ca63b716753467d5a371de622ab,2025-04-09,16706.884912,797,18.0,Profit,Profit,1
0x271b280974205ca63b716753467d5a371de622ab,2025-04-10,13264.043303999999,339,39.0,Profit,Profit,1
0x271b280974205ca63b716753467d5a371de622ab,2025-04-19,5942.547242,313,32.0,Profit,Profit,1
0x271b280974205ca63b716753467d5a371de622ab,2025-04-20,8277.307357,863,37.0,Profit,Profit,1
0x271b280974205ca63b716753467d5a371de622ab,2025-04-21,2638.012587,353,39.0,Profit,Loss,1
0x271b280974205ca63b716753467d5a371de622ab,2025-04-22,-19037.340561,594,47.0,Loss,Loss,1
0x271b280974205ca63b716753467d5a371de622ab,2025-04-23,-108176.9187,469,72.0,Loss,Profit,1
0x271b280974205ca63b716753467d5a371de622ab,2025-04-24,8157.112326,70,63.0,Profit,Neutral,1
0x28736f43f1e871e6aa8b1148d38d4994275d72c4,2024-11-16,159.100072,93,86.0,Profit,Profit,2
0x28736f43f1e871e6aa8b1148d38d4994275d72c4,2024-11-17,161.289904,95,90.0,Profit,Profit,2
0x28736f43f1e871e6aa8b1148d38d4994275d72c4,2024-11-18,147.410285,162,83.0,Profit,Profit,2
0x28736f43f1e871e6aa8b1148d38d4994275d72c4,2024-11-19,233.36546,213,90.0,Profit,Loss,2
0x28736f43f1e871e6aa8b1148d38d4994275d72c4,2024-11-20,-316.245208,407,83.0,Loss,Profit,2
0x28736f43f1e871e6aa8b1148d38d4994275d72c4,2024-11-21,780.001314,446,82.0,Profit,Profit,2
0x28736f43f1e871e6aa8b1148d38d4994275d72c4,2024-11-22,141.21958999999998,433,94.0,Profit,Profit,2
0x28736f43f1e871e6aa8b1148d38d4994275d72c4,2024-11-23,673.6312,156,93.0,Profit,Profit,2
0x28736f43f1e871e6aa8b1148d38d4994275d72c4,2024-11-24,108.321127,69,80.0,Profit,Profit,2
0x28736f43f1e871e6aa8b1148d38d4994275d72c4,2024-11-25,464.281002,225,82.0,Profit,Loss,2
0x28736f43f1e871e6aa8b1148d38d4994275d72c4,2024-11-26,-508.290641,217,79.0,Loss,Profit,2
0x28736f43f1e871e6aa8b1148d38d4994275d72c4,2024-11-27,193.66415899999998,169,75.0,Profit,Profit,2
0x28736f43f1e871e6aa8b1148d38d4994275d72c4,2024-11-28,165.532644,207,77.0,Profit,Profit,2
0x28736f43f1e871e6aa8b1148d38d4994275d72c4,2024-11-29,9551.73423,206,78.0,Profit,Profit,2
0x28736f43f1e871e6aa8b1148d38d4994275d72c4,2024-11-30,5590.528248,154,84.0,Profit,Profit,2
0x28736f43f1e871e6aa8b1148d38d4994275d72c4,2024-12-01,4458.25495,193,81.0,Profit,Profit,2
0x28736f43f1e871e6aa8b1148d38d4994275d72c4,2024-12-02,1283.846047,140,80.0,Profit,Profit,2
0x28736f43f1e871e6aa8b1148d38d4994275d72c4,2024-12-03,1190.358719,78,76.0,Profit,Profit,2
0x28736f43f1e871e6aa8b1148d38d4994275d72c4,2024-12-04,9066.169646,112,78.0,Profit,Profit,2
0x28736f43f1e871e6aa8b1148d38d4994275d72c4,2024-12-05,14685.787664,98,84.0,Profit,Profit,2
0x28736f43f1e871e6aa8b1148d38d4994275d72c4,2024-12-06,389.176232,69,72.0,Profit,Profit,2
0x28736f43f1e871e6aa8b1148d38d4994275d72c4,2024-12-07,4008.012049,86,75.0,Profit,Profit,2
0x28736f43f1e871e6aa8b1148d38d4994275d72c4,2024-12-08,554.009942,102,79.0,Profit,Profit,2
0x28736f43f1e871e6aa8b1148d38d4994275d72c4,2024-12-09,768.430838,213,78.0,Profit,Profit,2
0x28736f43f1e871e6aa8b1148d38d4994275d72c4,2024-12-10,980.557461,157,78.0,Profit,Profit,2
0x28736f43f1e871e6aa8b1148d38d4994275d72c4,2024-12-11,1582.001112,93,74.0,Profit,Profit,2
0x28736f43f1e871e6aa8b1148d38d4994275d72c4,2024-12-12,5806.86932,147,83.0,Profit,Profit,2
0x28736f43f1e871e6aa8b1148d38d4994275d72c4,2024-12-13,1522.284412,155,76.0,Profit,Profit,2
0x28736f43f1e871e6aa8b1148d38d4994275d72c4,2024-12-14,13281.73126,154,83.0,Profit,Profit,2
0x28736f43f1e871e6aa8b1148d38d4994275d72c4,2024-12-15,5389.96219,137,80.0,Profit,Profit,2
0x28736f43f1e871e6aa8b1148d38d4994275d72c4,2024-12-16,13190.248859,230,83.0,Profit,Profit,2
0x28736f43f1e871e6aa8b1148d38d4994275d72c4,2024-12-17,4454.939378,181,87.0,Profit,Profit,2
0x28736f43f1e871e6aa8b1148d38d4994275d72c4,2024-12-18,3624.489655,191,81.0,Profit,Profit,2
0x28736f43f1e871e6aa8b1148d38d4994275d72c4,2024-12-19,1525.329937,204,75.0,Profit,Profit,2
0x28736f43f1e871e6aa8b1148d38d4994275d72c4,2024-12-20,7812.716373,194,74.0,Profit,Profit,2
0x28736f43f1e871e6aa8b1148d38d4994275d72c4,2024-12-21,7465.899936,107,73.0,Profit,Profit,2
0x28736f43f1e871e6aa8b1148d38d4994275d72c4,2024-12-22,1174.025529,79,73.0,Profit,Profit,2
0x28736f43f1e871e6aa8b1148d38d4994275d72c4,2024-12-23,122.889996,95,70.0,Profit,Profit,2
0x28736f43f1e871e6aa8b1148d38d4994275d72c4,2024-12-24,1555.956456,48,73.0,Profit,Profit,2
0x28736f43f1e871e6aa8b1148d38d4994275d72c4,2024-12-25,1530.919365,66,73.0,Profit,Profit,2
0x28736f43f1e871e6aa8b1148d38d4994275d72c4,2024-12-26,101.860928,84,79.0,Profit,Profit,2
0x28736f43f1e871e6aa8b1148d38d4994275d72c4,2024-12-27,388.366016,73,74.0,Profit,Profit,2
0x28736f43f1e871e6aa8b1148d38d4994275d72c4,2024-12-28,506.512551,63,72.0,Profit,Profit,2
0x28736f43f1e871e6aa8b1148d38d4994275d72c4,2024-12-29,115.51218300000001,34,73.0,Profit,Profit,2
0x28736f43f1e871e6aa8b1148d38d4994275d72c4,2024-12-30,255.808312,125,65.0,Profit,Profit,2
0x28736f43f1e871e6aa8b1148d38d4994275d72c4,2024-12-31,496.221792,107,64.0,Profit,Profit,2
0x28736f43f1e871e6aa8b1148d38d4994275d72c4,2025-01-01,109.82694000000001,59,66.0,Profit,Profit,2
0x28736f43f1e871e6aa8b1148d38d4994275d72c4,2025-01-02,416.546688,101,70.0,Profit,Profit,2
0x28736f43f1e871e6aa8b1148d38d4994275d72c4,2025-01-03,250.581483,69,74.0,Profit,Profit,2
0x28736f43f1e871e6aa8b1148d38d4994275d72c4,2025-01-04,232.66549799999999,81,73.0,Profit,Profit,2
0x28736f43f1e871e6aa8b1148d38d4994275d72c4,2025-01-05,87.752181,82,72.0,Profit,Profit,2
0x28736f43f1e871e6aa8b1148d38d4994275d72c4,2025-01-06,114.68421000000001,80,76.0,Profit,Profit,2
0x28736f43f1e871e6aa8b1148d38d4994275d72c4,2025-01-07,267.846227,103,78.0,Profit,Profit,2
0x28736f43f1e871e6aa8b1148d38d4994275d72c4,2025-01-08,651.469355,149,70.0,Profit,Profit,2
0x28736f43f1e871e6aa8b1148d38d4994275d72c4,2025-01-09,571.688942,103,69.0,Profit,Profit,2
0x28736f43f1e871e6aa8b1148d38d4994275d72c4,2025-01-10,401.706348,84,50.0,Profit,Profit,2
0x28736f43f1e871e6aa8b1148d38d4994275d72c4,2025-01-11,157.228232,37,69.0,Profit,Profit,2
0x28736f43f1e871e6aa8b1148d38d4994275d72c4,2025-01-12,274.773033,63,62.0,Profit,Profit,2
0x28736f43f1e871e6aa8b1148d38d4994275d72c4,2025-01-13,53.846609,61,61.0,Profit,Profit,2
0x28736f43f1e871e6aa8b1148d38d4994275d72c4,2025-01-14,894.564828,42,63.0,Profit,Profit,2
0x28736f43f1e871e6aa8b1148d38d4994275d72c4,2025-01-15,55.137803,19,70.0,Profit,Profit,2
0x28736f43f1e871e6aa8b1148d38d4994275d72c4,2025-01-16,238.995461,87,75.0,Profit,Profit,2
0x28736f43f1e871e6aa8b1148d38d4994275d72c4,2025-01-17,168.92152,70,75.0,Profit,Profit,2
0x28736f43f1e871e6aa8b1148d38d4994275d72c4,2025-01-18,594.135892,259,77.0,Profit,Profit,2
0x28736f43f1e871e6aa8b1148d38d4994275d72c4,2025-01-19,102.504343,184,77.0,Profit,Profit,2
0x28736f43f1e871e6aa8b1148d38d4994275d72c4,2025-01-20,608.885905,169,76.0,Profit,Profit,2
0x28736f43f1e871e6aa8b1148d38d4994275d72c4,2025-01-21,428.3738,94,76.0,Profit,Profit,2
0x28736f43f1e871e6aa8b1148d38d4994275d72c4,2025-01-22,589.467131,112,84.0,Profit,Profit,2
0x28736f43f1e871e6aa8b1148d38d4994275d72c4,2025-01-23,229.609892,122,75.0,Profit,Profit,2
0x28736f43f1e871e6aa8b1148d38d4994275d72c4,2025-01-24,347.22838,120,75.0,Profit,Profit,2
0x28736f43f1e871e6aa8b1148d38d4994275d72c4,2025-01-25,124.70498799999999,118,75.0,Profit,Profit,2
0x28736f43f1e871e6aa8b1148d38d4994275d72c4,2025-01-26,273.211119,106,73.0,Profit,Profit,2
0x28736f43f1e871e6aa8b1148d38d4994275d72c4,2025-01-27,838.930696,268,71.0,Profit,Profit,2
0x28736f43f1e871e6aa8b1148d38d4994275d72c4,2025-01-28,1019.55769,151,72.0,Profit,Profit,2
0x28736f43f1e871e6aa8b1148d38d4994275d72c4,2025-01-29,152.618804,42,72.0,Profit,Profit,2
0x28736f43f1e871e6aa8b1148d38d4994275d72c4,2025-01-30,1234.2072,86,70.0,Profit,Profit,2
0x28736f43f1e871e6aa8b1148d38d4994275d72c4,2025-01-31,755.916254,49,76.0,Profit,Neutral,2
0x28736f43f1e871e6aa8b1148d38d4994275d72c4,2025-02-01,3.536668000000001,51,68.0,Neutral,Loss,2
0x28736f43f1e871e6aa8b1148d38d4994275d72c4,2025-02-02,-1416.906536,91,60.0,Loss,Profit,2
0x28736f43f1e871e6aa8b1148d38d4994275d72c4,2025-02-03,439.634046,75,44.0,Profit,Profit,2
0x28736f43f1e871e6aa8b1148d38d4994275d72c4,2025-02-04,1291.500575,48,72.0,Profit,Profit,2
0x28736f43f1e871e6aa8b1148d38d4994275d72c4,2025-02-05,696.8107239999999,83,54.0,Profit,Profit,2
0x28736f43f1e871e6aa8b1148d38d4994275d72c4,2025-02-06,358.877096,45,49.0,Profit,Profit,2
0x28736f43f1e871e6aa8b1148d38d4994275d72c4,2025-02-07,932.4458159999999,54,44.0,Profit,Neutral,2
0x28736f43f1e871e6aa8b1148d38d4994275d72c4,2025-02-08,0.0,32,44.0,Neutral,Profit,2
0x28736f43f1e871e6aa8b1148d38d4994275d72c4,2025-02-09,31.14195,17,46.0,Profit,Profit,2
0x28736f43f1e871e6aa8b1148d38d4994275d72c4,2025-02-10,436.833818,43,43.0,Profit,Profit,2
0x28736f43f1e871e6aa8b1148d38d4994275d72c4,2025-02-11,593.326371,41,47.0,Profit,Profit,2
0x28736f43f1e871e6aa8b1148d38d4994275d72c4,2025-02-12,198.780392,59,46.0,Profit,Profit,2
0x28736f43f1e871e6aa8b1148d38d4994275d72c4,2025-02-13,287.27875,42,50.0,Profit,Profit,2
0x28736f43f1e871e6aa8b1148d38d4994275d72c4,2025-02-14,404.813032,47,48.0,Profit,Profit,2
0x28736f43f1e871e6aa8b1148d38d4994275d72c4,2025-02-15,64.653448,9,50.0,Profit,Profit,2
0x28736f43f1e871e6aa8b1148d38d4994275d72c4,2025-02-16,59.664989,11,54.0,Profit,Profit,2
0x28736f43f1e871e6aa8b1148d38d4994275d72c4,2025-02-17,115.824682,28,51.0,Profit,Profit,2
0x28736f43f1e871e6aa8b1148d38d4994275d72c4,2025-02-18,45.659497,36,47.0,Profit,Profit,2
0x28736f43f1e871e6aa8b1148d38d4994275d72c4,2025-02-19,20.62415,22,44.0,Profit,Profit,2
0x28736f43f1e871e6aa8b1148d38d4994275d72c4,2025-02-20,278.142839,53,49.0,Profit,Profit,2
0x28736f43f1e871e6aa8b1148d38d4994275d72c4,2025-02-21,591.659533,93,55.0,Profit,Profit,2
0x28736f43f1e871e6aa8b1148d38d4994275d72c4,2025-02-22,408.03639799999996,58,49.0,Profit,Profit,2
0x28736f43f1e871e6aa8b1148d38d4994275d72c4,2025-02-23,39.91436,24,50.0,Profit,Profit,2
0x28736f43f1e871e6aa8b1148d38d4994275d72c4,2025-02-24,180.244855,61,49.0,Profit,Profit,2
0x28736f43f1e871e6aa8b1148d38d4994275d72c4,2025-02-25,168.27053,49,25.0,Profit,Profit,2
0x28736f43f1e871e6aa8b1148d38d4994275d72c4,2025-02-26,64.59776,34,21.0,Profit,Profit,2
0x28736f43f1e871e6aa8b1148d38d4994275d72c4,2025-02-27,71.919819,30,10.0,Profit,Loss,2
0x28736f43f1e871e6aa8b1148d38d4994275d72c4,2025-02-28,-3425.450348,81,16.0,Loss,Profit,2
0x28736f43f1e871e6aa8b1148d38d4994275d72c4,2025-03-01,557.9358,37,20.0,Profit,Profit,2
0x28736f43f1e871e6aa8b1148d38d4994275d72c4,2025-03-02,8330.21747,73,26.0,Profit,Profit,2
0x28736f43f1e871e6aa8b1148d38d4994275d72c4,2025-03-03,494.669357,58,33.0,Profit,Profit,2
0x28736f43f1e871e6aa8b1148d38d4994275d72c4,2025-03-04,163.73415,43,15.0,Profit,Profit,2
0x28736f43f1e871e6aa8b1148d38d4994275d72c4,2025-03-05,437.35445200000004,26,20.0,Profit,Profit,2
0x28736f43f1e871e6aa8b1148d38d4994275d72c4,2025-03-06,291.46926,21,25.0,Profit,Profit,2
0x28736f43f1e871e6aa8b1148d38d4994275d72c4,2025-03-07,411.824274,40,34.0,Profit,Profit,2
0x28736f43f1e871e6aa8b1148d38d4994275d72c4,2025-03-08,173.811132,35,28.0,Profit,Profit,2
0x28736f43f1e871e6aa8b1148d38d4994275d72c4,2025-03-09,140.953497,36,27.0,Profit,Loss,2
0x28736f43f1e871e6aa8b1148d38d4994275d72c4,2025-03-10,-4026.754395,31,20.0,Loss,Neutral,2
0x28736f43f1e871e6aa8b1148d38d4994275d72c4,2025-03-11,0.0,24,24.0,Neutral,Profit,2
0x28736f43f1e871e6aa8b1148d38d4994275d72c4,2025-03-12,33.01095,9,34.0,Profit,Profit,2
0x28736f43f1e871e6aa8b1148d38d4994275d72c4,2025-03-13,465.046501,22,45.0,Profit,Neutral,2
0x28736f43f1e871e6aa8b1148d38d4994275d72c4,2025-03-14,0.0,4,27.0,Neutral,Profit,2
0x28736f43f1e871e6aa8b1148d38d4994275d72c4,2025-03-16,106.912886,27,30.0,Profit,Neutral,2
0x28736f43f1e871e6aa8b1148d38d4994275d72c4,2025-03-17,0.0,2,32.0,Neutral,Profit,2
0x28736f43f1e871e6aa8b1148d38d4994275d72c4,2025-03-18,40.9165,15,34.0,Profit,Profit,2
0x28736f43f1e871e6aa8b1148d38d4994275d72c4,2025-03-19,54.9718,33,32.0,Profit,Profit,2
0x28736f43f1e871e6aa8b1148d38d4994275d72c4,2025-03-20,144.656157,20,49.0,Profit,Neutral,2
0x28736f43f1e871e6aa8b1148d38d4994275d72c4,2025-03-21,0.5844,12,31.0,Neutral,Profit,2
0x28736f43f1e871e6aa8b1148d38d4994275d72c4,2025-03-22,132.087931,17,32.0,Profit,Profit,2
0x28736f43f1e871e6aa8b1148d38d4994275d72c4,2025-03-23,79.086899,14,30.0,Profit,Profit,2
0x28736f43f1e871e6aa8b1148d38d4994275d72c4,2025-03-24,808.135252,45,45.0,Profit,Profit,2
0x28736f43f1e871e6aa8b1148d38d4994275d72c4,2025-03-25,417.38885700000003,33,46.0,Profit,Profit,2
0x28736f43f1e871e6aa8b1148d38d4994275d72c4,2025-03-26,379.04079,35,47.0,Profit,Loss,2
0x28736f43f1e871e6aa8b1148d38d4994275d72c4,2025-03-27,-133.035992,38,40.0,Loss,Loss,2
0x28736f43f1e871e6aa8b1148d38d4994275d72c4,2025-03-28,-21.766132,41,44.0,Loss,Profit,2
0x28736f43f1e871e6aa8b1148d38d4994275d72c4,2025-03-29,28.499012000000004,15,26.0,Profit,Loss,2
0x28736f43f1e871e6aa8b1148d38d4994275d72c4,2025-03-30,-743.288757,44,32.0,Loss,Neutral,2
0x28736f43f1e871e6aa8b1148d38d4994275d72c4,2025-03-31,3.5652170000000005,52,34.0,Neutral,Profit,2
0x28736f43f1e871e6aa8b1148d38d4994275d72c4,2025-04-01,768.351892,41,34.0,Profit,Profit,2
0x28736f43f1e871e6aa8b1148d38d4994275d72c4,2025-04-02,669.381363,70,44.0,Profit,Profit,2
0x28736f43f1e871e6aa8b1148d38d4994275d72c4,2025-04-03,149.51234499999998,85,25.0,Profit,Profit,2
0x28736f43f1e871e6aa8b1148d38d4994275d72c4,2025-04-04,498.73528200000004,100,28.0,Profit,Profit,2
0x28736f43f1e871e6aa8b1148d38d4994275d72c4,2025-04-05,177.049662,56,30.0,Profit,Loss,2
0x28736f43f1e871e6aa8b1148d38d4994275d72c4,2025-04-06,-476.77056300000004,74,34.0,Loss,Loss,2
0x28736f43f1e871e6aa8b1148d38d4994275d72c4,2025-04-07,-19833.530157,150,23.0,Loss,Profit,2
0x28736f43f1e871e6aa8b1148d38d4994275d72c4,2025-04-08,230.103259,65,24.0,Profit,Profit,2
0x28736f43f1e871e6aa8b1148d38d4994275d72c4,2025-04-09,94.077376,53,18.0,Profit,Profit,2
0x28736f43f1e871e6aa8b1148d38d4994275d72c4,2025-04-10,73.76740699999999,22,39.0,Profit,Profit,2
0x28736f43f1e871e6aa8b1148d38d4994275d72c4,2025-04-11,67.00618399999999,14,25.0,Profit,Profit,2
0x28736f43f1e871e6aa8b1148d38d4994275d72c4,2025-04-12,10.499265,3,43.0,Profit,Loss,2
0x28736f43f1e871e6aa8b1148d38d4994275d72c4,2025-04-13,-902.0714839999999,19,45.0,Loss,Profit,2
0x28736f43f1e871e6aa8b1148d38d4994275d72c4,2025-04-14,27.177561,14,31.0,Profit,Loss,2
0x28736f43f1e871e6aa8b1148d38d4994275d72c4,2025-04-15,-48.794434,17,38.0,Loss,Neutral,2
0x28736f43f1e871e6aa8b1148d38d4994275d72c4,2025-04-16,8.738942,9,29.0,Neutral,Loss,2
0x28736f43f1e871e6aa8b1148d38d4994275d72c4,2025-04-17,-15.688322,10,30.0,Loss,Profit,2
0x28736f43f1e871e6aa8b1148d38d4994275d72c4,2025-04-18,22.793679,8,33.0,Profit,Profit,2
0x28736f43f1e871e6aa8b1148d38d4994275d72c4,2025-04-19,40.803149000000005,7,32.0,Profit,Neutral,2
0x28736f43f1e871e6aa8b1148d38d4994275d72c4,2025-04-20,7.707293999999999,2,37.0,Neutral,Profit,2
